user_address,ui_pay_amount,P,LV aidrop,LV total,player total 0.04%,revenues,,,,,,,,,,,,,
0x185A1f461CCEa5fb142E29B365CC41D636f2b039,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x1900759ea52d52f5e09A54bdc440D86052c8144b,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x1941bc576b2551DBB544a5a72D9a272BbA2824cd,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x199Cd1eC35DAFe836C619583D5ba105228809d1D,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x1be9E29b4D175B525d64fA94937Fc9d3de970636,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x1Bf05274F26719e4dC9Ec6a48EDD4Ba794C34a1C,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x1F9d4Fd51eD1EE8f3e18Af09B8DEE04a64e660C4,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x20B6f63e741c459c954BD556d49338AFfa7620C4,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x21A0a2eBA60b65D8069d122EbBC5f563Ae3b46cB,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x2292529DeE440aaea973807d19CA5a8231f1C0Cb,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x2321be6a98555762e7FA053624116f1249dA4716,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x234E3D25eb159d4c52bCfC357b8BFAEB73A3d186,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x2595B252ba06d4F6c7036E3Dd7e370e9aAAF1B47,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x2604416d838B47A69089d444c5CD712a492d1956,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x267c84DAcb2Fc110fe34c111A87774368701f101,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x26a4dB1593d1D9bbC1932a6932eab168fCE69D14,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x2723ED278508C283C7476014Bc9189b71969Cca2,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x273814c822BED0E812E4e410f30a45EBd497DAa2,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x27fe5531f9cc0D5F972AFF14F448029383D84a34,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x293689E21925E73878D9fF5c6e607a05eA2120C4,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x29d2Ce43a6596Bc15A589A4550cc23AeEAf70EBa,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x2Af6D632a10653c2D847cAB3A69bA4438772612a,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x2c1BdE7ce0dfbc346c96b0437D991029Bf9Eca4d,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x2E7255cA8d8904aE37C2a27C547b3b4740cB16E3,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x2eB0DB4388673E3dbA67955CbF3002A29B00345C,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x2Ffa14aB8E6A36DA70973A79216b38adDF462201,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x30C28d5AbC738AfBA0fC567712827Ff6dd18A825,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x3116D47EC4E8C5874B20d54180cD3F9F974D030f,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x31CB310d8AbCCB213b9641DE421bf162ce3bFd11,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x332665DE6E3ceF4dE2683c0922aD8C3F767Db206,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x335a443b9110bd635780FDC74790B6eff19a1F9c,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x34a733e608a45D431ab5d0cB343e1EcE951553a2,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x36671C0d2dB7299EA7f6464bc629EAD670779E67,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x3789dB6d136eaCb1B747ad3fb063b3B15E563AC8,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x37ac0E73830F6984b520896843B181C545208801,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x37E2D80880c7bf8c9f1881139eE64949A2Bf887a,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x381FeD605253BdF3278f0e05D788d94763e746E7,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x38422a543e99E7FcE335a0a7473Dc45901A5dCb7,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x3a28639015EA51dd7205A1677F0278767f1ECC02,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x3aB80eBCa9A81F63204d329b00E0e7d53e304980,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x3b78e9fBeF63f2eD8c1A7416CF2e4F7480a687d2,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x3be609Ecd004F60211E211E8dCAae09bcC205420,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x3C7a4bC5A6Ee491C35fa95ECa107cD5589C91E34,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x3e0CaFcb4750851B2dA7D568C6B9C18276AE814E,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x3ee27ab9464D932dc107a1fB38b8bD4E28F2802f,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x417097253c10Ef5ab5ae0549bAa6D1c834D69C29,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x4363e4E75c2A896CE00dA2EA92fcB3Ea75C25B58,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x48E15Eda0eEB41549eaa20587866b17C6a38d982,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x49bB2c372dA6b51871C23792E73e1a9DB7a2D0CB,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x4da6Acc0f2d770efe7d14fF2a6953eBF4b4a35d1,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x4db5F9E5fE22937A1758962B05362913D12137F1,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x4E9dD326eb7313eb42Ca38F0F67e3AFCc725B6fa,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x4EF1C75d6547E34fa9Ec678996371E680aFc8d06,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x517e54E4baA30F0D228f60d27320BA39b7ab0f63,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x521692518eB2Cc3a3137E5082a864BA562936137,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x530e282303f421314ea4785eb45ad1b6cc42Bf5b,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x539510EDAA8615e3d35FB55Eb2FAc7378Ca5beD7,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x5695A41f3C5cE91FE1fA3aea65EcCC232b1E0C62,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x5a12eB160CD6C644d7B4B64f83E5759bb89aA9E1,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x5A63cDc5705676DF3f4CB9a78F2C88d491b3B085,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x5ABC6cBbe1b0856340694D7F45559953E79f1094,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x5d64e961374b612B2F2EF617E8DC02B75DE101eF,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x5E2959B0ba61f471c87565d2130dA61bd3377936,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x5eFeB95D7E6A729efCDb7a225B8758fEBb03168a,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x5f79C4d427E4D31cC2425BF42ea9ad3A34A24690,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x60949eDB50Aea3bF243f72B6980849FEFF9FcAe3,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x63a69dB01C5D6d0cd20f1842752fae1014F9E35D,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x6CA95dcB8D70467d4489b086fc4Fd92F6b5c3eFA,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x6E7a3c935159997e00077d752550112A544e4cc3,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x72C3C84D38ca5e3FeD8e6498dBa56902Da62DbF5,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x77bD8FBd729b55D04E7809EeD30f29BC6869e1f5,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x787C217FD2e4750F56611b02Ea7222DE19f1E6cc,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x7c61f28A34c00A1674f1Aeb6A615197D2aa8Ef58,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x7D0834C2c3c22EEE78D366F92f1E318eeCdDef0d,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x7e5330f073e6b455e772CaDcC1F80C3d6eE59f47,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x7E6D4160A45679EA8781BEc4D630AA7e0be484c2,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x7F7BAA1FA53bc81b4f6b6aeA5988220882Cf9a14,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x812962153E25496B4f68F0Aa26a66d27CEcbb318,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x82Dcc235C01D3DE5d420c55FFad008EB7DeA0DB7,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x82dE74FBD9222ce15C6844f34Ac2D130bE8DDd8e,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x8355C5EB498DE3c94d759D4627d339A516C66F74,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x84AE8D1BDF3E90EaA1e5560A088EE6D4eDBe8aD2,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x85C98e60b1a2e72fDDbC5A6011cF3B2826BF95db,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x889E2C18d4a8ec2637fcaAc6f35F219D350579A5,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x8A0D711F40611e6607630F8A19Ca127886782Be4,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x8aD5eA972F73a4cb970742cdf60fd5ed20D9c2c9,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x8aE41013caeEf2a837fd572cF85EBB3D3a551EDD,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x8AF8b2780AeF7B83264537518b20C20C3Bf768a4,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x8bCe5f65b5bc02198Af01D9d4a85AEc044d375f2,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x8Bd8E8522EBF71a4409b0Cfa305D118967e42434,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x8D5E25d4A65104FBC5a9af5E6bAeb19C6a945876,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x8Db155FBFA79c736860eb18afC6256525fB2dCfF,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x9143E3180991AD0924d771c6c060e4bAA96A75f5,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x95523f6ef99CCc406C3f81F1b15ad6F5A11D9f8D,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x9961829eE6f8C762F853F8E8d758708d5F49F2a0,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x9b4EA5181e7A8F7E5A33AE7FD0f10eac0Ca40c6c,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xa3957E7022397A14fFDfEdAe57EEa56C5b0E59BC,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xA3E7690535d498659B5AbB0a51CE802662E97BCA,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xA46D5e75B981F882A13F348048D8c03Bd00E18a5,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xa52FEF475f397f8e9B185C9F7ed4A250b9DdDd9A,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xA5CaD35246c32Fbf9735B49B13193F3eAbE824Ff,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xA7AEbf7DF7E6C6e37eD465d8843f08db84Ed4587,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xA7C18d6dae81cBd6D4A71Bf2A168B3c3bA51bFb5,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xa8824BF3Ebb8E82E2A3f5A5c0295CE8256baE0EB,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xac02A9F447069fc566B8f7A86B603957FCFe2e3b,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xacD3EF61b302F27f27241Be08A1b0f6160Dcb67c,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xADa339cD9a92c77B35c0C810f9c65BF3397A5D1f,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xAE0eae7A8171264346FBD521F2cD3CB2e5CcE4a7,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xAE280149C5682F9CbbF04d4B9c15d4fb3658BAbA,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xb119D4488499c63CdC347b8F033EcFB4Ac81dF6b,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xB1692472b4A5331338dC985EE5B9c478F6f0b445,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xb30a7c03576acF617f747260EC1bb27545EF0057,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xb4b60214edc10F0813ea1E54d9225c214C2eD174,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xB512e5932273325B025915461d8F09A076987926,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xb6B752843dF602FbE4CfaBAd6f505e661f30538d,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xb6c9Ee6Da7F5673d7AaFdcaae09Da9F93427d886,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xbb4DB465Cd5eBc612be2fEa06bD27715383Ccd06,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xbbDa1105B91A2f2D604A215E146366f3835fA08A,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xBfb2A74f617E1f73410B9fF267118449E61025F4,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xC2c8f0DE66C97A9A744108AD22f511372BA81a19,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xc31203431E55E68f5084D04F1Fd137D64C5c2Ad1,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xc3A9Bf04d1B98967f5B8360f388F5CA100b41762,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xc52E97Df9345505457D3006722664807d2855945,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xC6bD5a9d367146e10947DD11F085CFdCd516B91C,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xC98c6d42a3D0519b28ef3435e81F6b411f78d726,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xcA4cD9eF5CF4aAaCf3fA65EAfB78A56C29Aa48a0,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xCA6d107CB9178b42c87809320D10C951b2CEce00,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xCC43ceBF4ac39F955846637B2FD8c08AC61C4339,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xCd0C2CC9b5e73bA272D6E7f0434735ca8d7d88d1,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xcD1F4e7Db9415F781Be1975b06fe7b7FF180C399,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xD0c738f289DEB12Ac0B8587235fB015357Ba1EB4,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xd12ca9514cAfCd7261BeD5005a2405c9c8263AD3,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xD1e4C8F86eBEdCDFb14da7C9590eea404Cf475d7,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xD28312dDFF6B68951C065f2312bfdF9fEd2152e1,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xd29108A165a550Da82850Ab0157eA8CEbB336732,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xd3A82f3120ACc06b417CF8bbefEE0750CF15B1dc,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xd3b32677926FAD913debcdD1bcc26d2005E51F28,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xd41f095d56336F75280AAc1472F89D16fd56C1fb,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xd520CbB510430Cf4457788A292488d03c2a8De98,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xD91a38A169e1715Ce496ceb10953c1607bF6fa13,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xDF03f07b054210004783d07855ddaa4AE149B032,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xe1b748164D2860363253558Ba17Fe042eFE72c15,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xe22Ee4C71533170F9325D9e0cD8a01751E1c6827,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xE24EB37381eBf4E6d4606865c3Ae81b7E6AFb3c8,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xe3B888CCf086c4A1b48D778E0bdfFF9907EaDDf3,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xe4B5634EB80817320E9cC491afB2d795856BFF9D,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xE4cda143D6827fA1D642119228aED54072770F85,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xe7877356687a01fDA1032Ffd09f65deE69F3203A,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xe80BcF4B7873A0dc4FF47e3bd06D494041E130dD,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xe860f0E874AFda1A34A0f86a083688b10cd9619C,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xe9456E18f8c9519eeFD0525dF7Bac1E9Ab46dE1b,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xeA60365F4F3F17A372f98D32D37099c7827E5a32,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xEcD09bB27927aB28E115B7eE0Fe8F8d5f79eB84c,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xeE606A28AF7180a7ABbEeF3930059A725AE6D0b4,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xeF00e95732a930eD1f6662357D4842104b4f833F,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xf6f94f5F638D8B10763506CD3354Fa3143E72480,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xf77aAf9D881E1313aAc0f6890d041aD53C757F72,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xF7BeafADB8e24f0088f0e8A5E4B661BE7e6f9738,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xfA7DB32BD548aD5D058186985C0248D1bDEc68C9,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xFC26dB5A16e079F4ab8EA96dBdc61139edc770A3,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0xfcE2A4998144c5Bd2EbC3Aa5DcA2E8B017CB08c1,"2,000",0.0142%,56,,,,,,,,,,,,,,,,
0x02643FC04d37817349b71703DAcebcBb89763CB2,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x09D7c20776Be8f057fB607a66013DCA969adE12D,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x0A3988F01bc0eF486130318aDd1651AD8eb1BFb8,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x0cf56467947525175ccc43EC75Cf9D217d2bBA80,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x10B5e4f5b3A450b63E1e77e027721fa5ac950eB0,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x11c29271678e4a6eaAe615c79B85A302A25101c3,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x13920fFF882F215DdC58E4f46c69C076F0d15e66,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x140CD07bbC7e55F796EaF219cA2536d5A33921A3,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x153aD828cb397205947ac8e44Ed5eCA3BBadeae8,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x1CcE573317Da2cE52bcF8c4D40938Ba1112ffd22,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x1ce0F4E59f69BfF9Fd1bE0Dc67dbc6A9006599a1,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x1Dc6571C80A290462bBEeF23386885f622015B7e,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x2516B29ee6bE92f02446bE83Ba3b1e334DAd4fdA,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x262B78a79AbdFF2BD80aD2f12612f6683AECe3CE,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x2c9D1999Ce7c19732B9bE5caa184f327ccc51163,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x2F374f7eDFf868F53ADD0FbDB7AF8c9d1907D1a8,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x3064E099410Bfe413D5F53c48C2d8927Cf0623BC,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x34C03cF026cd61D37f5F3D912D56a6D6CF4fE4cB,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x37e592d4DE66ABCc69E1FA55FebECF95E3239832,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x38a527CEbb0313C2134cFf381910bC4B8bFf3531,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x39A74728E7Dd81bE4938444CebA009e48c42a133,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x3C190243c9CeDDf5a46390d672be8952E755Ef51,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x3c2b81a3Cf5bF57cc2A4D37cc713c0C439a095A4,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x450b39Df9D3Bc24D66e6bc3E1FEB0065BF250AA7,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x4dda47D447043B301e490432E91DfA7D9B03031e,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x527B49Bb601E95E3a8e27d485ba161D7cAE00650,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x54C9C2E3E573d4a6D3Ee76eF92Fa07967f0bc68B,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x55A4fB36104961b6a713a7fe0A5D16C754E71928,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x56b271B7289C9c0b2E16Db7FAb065Ba2586DBB89,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x5b2F02c4f8Fb354Cb5BcD710E0cba9580751d960,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x5D2AFf7527725a9EddCAdfBD74ABAD48f6ca37A5,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x5De8e9792BB9b326a6B1AE8D75A7631e47DD17b7,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x5Ec2155a33E4D710822F897ebE05bE9a4Ece5b60,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x61735793c0C18984124e81965c9A7AB3c64929F6,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x63F2F4c21804D61D68D5b80933ccEd532137A0B2,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x64D249bA27A87C0118468043a95d068cab045A93,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x6a2cEC6e89b7f164A5580d6b73Bf2F613266d626,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x6BCda93308E5cD262741b880D0B3c581c16Fd64a,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x706f7BA78889959Fa582A484134F0C38Abe6f732,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x7CefA3891caa822F858D16Fd8955b86af24dF19a,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x7FE528A75c61f19801FCD42CE2315cf6e28653e6,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x84cd995994B3e4B5c609F8Ada6508F740159CBc9,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x8dA0ac963B789F050Ea7C16205398D0134FD18D6,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x8e850678673bfC5Ef14e4e342644D7D5cC758523,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x8E91B90CE696EAcA36126542DE26BbB8D16d5272,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x8F847164E0aAd3C9B7Ee00fB9e594E0FFeE18d5E,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x92F44e9CB57F10F2a825C09C3BC8100565Bd7031,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x934e249a9Ce77D74a71A5422CBEe62d99FeAfa79,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x950B8cAf3829e5763f5c4570F6b9457fA2C111d7,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x96689cc3113d7DB5844593382009Aeb4DfF6Bf27,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x9a5A865Eb95575Bce37481feB216708Bd6Fb2C83,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0x9b94139a57126A446171AC96b1C4BAAAd446745e,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xa98740891977C4C32DB29947e6EE767EEC76935D,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xAB3382Ef7A9717801b55840b51108F38028f8769,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xAB8e6797069D94c6Aa91Fd0996550857dAB2f00C,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xaDE0Ba142414FbaAbD9674cBF335971971Fe0e98,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xAe550Fa8FBeb64B1C49f6034730e5Ef5c4db1C4A,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xaEb894bbEb4e48bB496226BeEf6B4137Dcd468D2,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xB64E2e4Db5945102C6a3866dfDc02a480Dfdc991,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xB87e87049fe007273Ed655af8F8E8C7FC5128a4a,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xc043D0d2CE221c10Bb9509bD6884a16776cD5F2d,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xd67DDda5CA83C56dE74A131753D7f5ce63fb4CA2,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xdAc7E59eaacB4b0368bbC7737Df45a703f79902F,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xDc05c54d9724b572b762F9Bf7972c7830ccB91B3,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xe17F33C159e9F5daa2c23122089B9DB34fF7F5bb,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xE24FE13Dc0608485c01ADd8CA3be999778D60740,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xe4ef024D202D75F78d222d834DD4216bE3fbB371,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xE5b0EFF4372ba0A999ebCd4a04757C0C5228dEE7,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xe6AC50F6395355d62FF6aca651BE354f70e27C44,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xea92e762492A6FdD214492356663277E694F6edD,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
0xEBA11fF5F277695b648F6D5D0EaE89c8Da1b6B2e,"1,900",0.0135%,53,,,,,,,,,,,,,,,,
